Institute Id,Institute Name,City,State,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17,Score_16,Rank_16,TLR_16,RPC_16,GO_16,OI_16,Perception_16
IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.61,38.0,68.23,46.13,49.97,68.12,4.99,43.3,70.0,74.06,6.77,58.93,68.82,3.79,43.28,58.0,71.74,4.93,63.61,70.87,4.72,,,,,,,,,,,,,,,,,,,,,
IR-M-S-394,"Institute of Management Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,51.61,38.0,70.3,23.62,81.92,58.73,11.92,48.27,37.0,65.0,19.31,78.25,62.15,11.1,46.81,41.0,55.22,20.94,81.61,63.96,12.36,,,,,,,,48.77,24.0,57.23,27.33,82.51,62.6,6.44,,,,,,,
IR-M-S-15962,Indian Institute of Management,Nagpur,Maharashtra,50.62,40.0,72.82,5.15,86.53,64.91,34.23,47.38,40.0,66.35,3.15,86.44,63.33,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,50.05,41.0,67.73,23.78,76.49,66.16,6.84,48.27,37.0,69.74,19.34,75.13,64.43,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-M-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,49.76,42.0,62.91,38.92,58.21,63.79,11.92,46.14,54.0,62.21,35.18,53.86,58.48,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-M-I-1066,Fore School of Management,New Delhi,Delhi,49.34,43.0,68.95,11.43,86.64,65.54,13.48,47.11,43.0,62.21,12.93,85.09,62.0,13.46,47.44,38.0,68.16,10.17,84.4,63.73,6.9,46.06,37.0,72.01,6.61,81.31,55.05,7.22,44.51,35.0,70.46,5.87,80.25,52.79,2.82,68.32,23.0,76.87,69.92,76.7,41.26,66.0
IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,48.83,44.0,67.15,12.37,82.73,71.46,12.71,46.65,47.0,65.03,9.69,81.75,70.85,7.93,43.5,57.0,64.79,1.28,79.44,67.87,9.97,43.11,45.0,60.08,5.2,77.69,62.95,16.86,41.76,45.0,59.56,6.9,74.88,59.98,8.39,,,,,,,
IR-M-U-0747,Chandigarh University,Mohali,Punjab,48.57,45.0,69.97,12.71,65.47,81.38,25.42,46.4,51.0,71.79,5.85,73.89,81.64,1.56,41.86,64.0,58.05,6.21,73.4,76.62,2.43,,,,,,,,,,,,,,,,,,,,,
IR-M-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,48.47,46.0,69.62,28.32,63.1,63.64,1.05,43.73,66.0,70.42,17.99,53.68,62.32,2.32,43.64,56.0,67.99,9.56,68.4,62.7,4.16,,,,,,,,,,,,,,,,,,,,,
IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,47.89,47.0,55.85,27.42,78.26,52.04,20.53,49.51,36.0,65.41,20.94,77.96,59.88,20.34,47.27,39.0,66.13,16.16,75.94,51.72,22.24,44.72,39.0,65.9,11.31,73.07,50.28,19.19,47.96,28.0,68.07,16.1,70.78,72.57,12.94,,,,,,,
IR-M-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,47.71,48.0,40.84,39.01,74.19,63.2,25.99,50.49,35.0,47.47,40.13,75.43,66.73,24.51,55.57,17.0,60.63,42.86,76.4,64.25,28.05,,,,,,,,,,,,,,,60.65,34.0,46.38,76.39,76.72,59.03,35.0
IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,47.64,49.0,57.89,36.63,68.96,44.61,10.29,46.71,45.0,61.42,28.82,69.89,47.94,8.59,43.23,59.0,57.71,23.57,71.56,39.6,5.83,42.71,49.0,59.39,22.51,68.9,38.93,4.74,,,,,,,,,,,,,,
IR-M-I-1238,KREA  University,"Sri City, Chittoor",Andhra Pradesh,47.58,50.0,72.03,4.34,84.06,73.59,4.99,46.16,53.0,63.66,7.36,84.69,73.93,5.22,45.0,47.0,63.63,3.11,84.73,74.46,5.83,,,,,,,,,,,,,,,,,,,,,
IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,47.54,51.0,59.63,21.91,75.27,52.63,27.67,45.22,57.0,63.78,17.77,74.51,51.3,7.27,42.01,62.0,59.46,12.58,72.96,51.67,6.37,,,,,,,,44.51,35.0,61.43,18.42,70.98,59.7,3.77,,,,,,,
IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.09,53.0,59.52,15.85,74.94,51.75,43.04,46.69,46.0,61.69,17.06,74.98,51.94,28.71,47.58,37.0,63.56,15.87,73.8,51.74,38.2,47.37,33.0,59.62,22.65,72.43,51.04,30.94,48.32,26.0,61.27,22.24,72.09,59.7,28.79,,,,,,,
IR-M-U-0373,Chitkara University,Rajpura,Punjab,47.06,54.0,70.05,15.35,65.91,70.67,11.92,42.31,75.0,61.69,6.61,73.95,70.31,0.0,39.2,75.0,56.05,4.31,67.89,69.42,5.83,,,,,,,,,,,,,,,,,,,,,
IR-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,46.87,55.0,60.79,14.14,82.52,60.4,18.54,42.7,72.0,54.41,10.55,81.69,53.54,15.15,44.13,51.0,60.88,9.31,84.63,38.94,22.61,43.62,43.0,66.66,4.29,83.98,44.64,10.69,47.83,29.0,67.85,8.1,80.92,82.1,6.51,,,,,,,
IR-M-S-220,K.J.Somaiya Institute Of Management,Mumbai,Maharashtra,46.68,56.0,69.24,8.13,83.48,59.05,8.6,45.5,56.0,68.65,4.55,84.19,60.3,6.6,43.69,54.0,66.18,2.07,83.38,59.65,5.83,,,,,,,,42.17,41.0,63.16,5.6,75.52,47.95,16.44,,,,,,,
IR-M-U-0439,Anna University,Chennai,Tamil Nadu,46.62,57.0,47.31,40.72,51.16,50.81,49.02,44.81,59.0,51.32,36.21,47.94,51.29,38.29,45.75,43.0,46.63,38.7,54.52,50.45,42.02,50.28,28.0,48.6,47.66,57.9,51.53,46.67,49.81,23.0,49.78,61.17,46.32,44.65,27.9,,,,,,,
IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,46.58,58.0,70.99,23.76,57.61,52.84,13.48,,,,,,,,,,,,,,,,,,,,,,40.51,48.0,47.67,22.86,51.31,80.58,10.3,69.42,22.0,68.12,80.59,55.96,55.03,82.0
