Institute Id,Institute Name,City,State,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi,58.98,29.0,75.38,26.52,70.81,60.02,11.47,62.2,21.0,78.17,30.18,75.21,60.62,15.37,60.77,20.0,78.17,25.65,71.39,63.04,14.98,56.43,25,77.39,19.85,63.37,57.33,9.22,58.22,8.0,87.03,23.46,55.26,78.67,17.95
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,58.59,30.0,70.7,1.75,89.2,63.14,14.37,57.99,33.0,66.84,0.94,91.98,67.97,13.17,51.8,65.0,65.3,0.34,75.71,53.07,13.87,50.57,49,69.13,0.77,64.74,43.03,23.16,,,,,,,
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,58.23,31.0,78.61,9.79,74.49,53.63,13.42,59.36,28.0,80.03,3.22,81.9,53.96,10.04,55.38,35.0,75.56,1.35,77.28,51.93,4.46,52.0,43,77.06,0.9,55.33,52.13,20.09,48.9,25.0,82.95,1.13,51.14,72.46,1.3
IR-C-C-6387,Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,58.0,32.0,77.9,38.74,58.52,50.58,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi,57.68,33.0,72.9,8.34,78.19,65.69,11.47,55.9,43.0,72.85,3.32,75.21,61.38,13.17,54.0,43.0,70.19,1.64,78.53,52.55,7.84,,,,,,,,,,,,,,
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,57.47,34.0,63.18,41.77,67.36,52.35,38.53,57.64,36.0,58.61,45.58,71.47,54.75,39.99,53.77,45.0,57.51,33.36,68.8,52.42,33.29,49.45,56,60.02,26.45,59.76,49.17,16.08,49.41,24.0,61.11,22.45,61.07,66.88,12.92
IR-C-C-6391,Maitreyi College,New Delhi,Delhi,57.33,35.0,75.13,20.63,67.94,64.58,7.25,57.7,35.0,77.9,17.09,69.06,66.17,1.02,54.85,38.0,71.06,14.62,67.15,67.32,7.19,46.73,86,59.67,10.25,53.23,67.66,12.41,,,,,,,
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,57.3,36.0,61.06,55.98,67.28,52.97,23.56,52.68,70.0,59.02,35.06,67.05,53.0,17.46,52.81,51.0,58.42,31.7,66.89,53.28,26.4,48.67,67,58.85,33.3,53.16,45.28,23.16,51.84,19.0,54.49,46.4,64.49,62.95,6.5
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,57.17,37.0,73.47,25.34,68.14,69.39,0.0,53.22,67.0,57.49,28.93,72.93,76.48,0.0,57.57,31.0,73.55,18.94,70.68,72.68,3.75,49.85,53,64.11,10.06,63.01,67.43,2.02,,,,,,,
IR-C-C-29454,I. C. College of Home Science,Hisar,Haryana,57.15,38.0,76.76,0.27,83.22,56.04,0.0,54.93,49.0,77.11,0.21,75.24,50.52,2.02,,,,,,,,,,,,,,,,,,,,,
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,56.86,39.0,74.3,44.02,55.92,61.82,3.78,58.35,30.0,75.3,40.87,61.81,65.46,1.02,57.94,28.0,76.54,36.07,58.04,65.47,8.48,56.96,23,79.93,28.25,53.34,61.83,12.41,,,,,,,
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu,56.18,40.0,64.67,24.29,77.4,48.92,24.31,56.78,38.0,66.8,16.83,82.14,43.96,26.02,57.44,32.0,69.16,11.75,82.39,42.72,31.49,57.18,22,71.06,14.54,72.38,44.08,40.77,57.37,10.0,72.06,10.17,86.73,62.5,26.64
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi,56.15,41.0,67.33,3.08,78.97,60.37,29.82,57.29,37.0,67.32,2.0,85.21,63.34,24.33,58.37,25.0,67.03,0.49,91.03,63.9,23.38,50.48,50,63.93,0.61,65.3,57.16,27.65,,,,,,,
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,56.05,42.0,73.98,30.23,54.54,48.23,34.69,57.81,34.0,77.15,38.51,52.74,49.58,30.23,57.19,33.0,76.18,35.78,54.15,44.46,33.64,53.16,33,75.11,32.02,48.07,38.14,24.9,,,,,,,
IR-C-C-43600,Government Arts College,Thiruvananthapuram,Kerala,,,,,,,,50.22,98.0,70.78,0.51,65.71,48.21,5.77,51.5,69.0,72.74,1.52,65.54,52.05,5.84,,,,,,,,,,,,,,
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,55.97,43.0,58.5,47.77,61.47,49.65,50.71,56.65,39.0,57.66,45.92,64.6,50.4,55.09,53.89,44.0,55.09,43.21,59.6,49.61,55.06,67.63,Rank Withdrawn,73.4,65.29,62.89,56.67,70.94,61.18,4.0,76.62,53.99,61.28,68.11,18.63
IR-C-C-43767,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.64,44.0,58.49,57.11,67.18,54.46,14.37,55.51,48.0,60.46,46.39,69.31,55.03,15.37,57.86,29.0,68.27,46.18,71.23,47.71,10.36,53.09,36,62.95,48.48,63.33,38.09,10.04,,,,,,,
IR-C-C-11582,"St. Teresa's College, Ernakulam",Ernakulam,Kerala,55.63,45.0,70.98,14.41,73.91,55.49,10.45,55.6,47.0,70.34,9.96,75.43,54.39,16.77,51.94,64.0,68.56,4.37,70.66,52.94,9.12,,,,,,,,,,,,,,
IR-C-C-43705,"Government College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.62,46.0,73.83,11.17,69.26,57.64,13.42,56.56,40.0,73.46,8.9,76.61,57.05,10.04,53.03,47.0,69.78,12.42,67.49,52.87,10.97,,,,,,,,,,,,,,
IR-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu,55.49,47.0,64.78,62.89,58.24,47.62,8.34,54.63,53.0,60.75,58.72,61.02,48.02,14.65,52.14,63.0,59.13,49.25,60.17,47.33,13.31,50.47,51,63.77,42.36,48.01,42.87,23.16,44.8,39.0,58.97,32.54,46.18,55.39,7.41
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,55.16,48.0,61.54,88.14,56.82,10.67,20.45,53.32,65.0,59.1,82.08,59.55,10.23,14.65,52.27,59.0,60.57,69.22,59.46,9.37,18.65,52.83,39,66.73,64.98,53.55,9.93,20.09,,,,,,,
IR-C-C-35787,"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,55.09,49.0,65.34,16.09,73.35,54.76,27.15,53.27,66.0,63.03,8.81,70.97,57.32,32.66,50.17,85.0,61.41,10.84,61.47,53.93,32.22,52.51,42,65.07,4.37,67.09,43.36,47.24,48.13,26.0,67.51,7.1,59.59,60.15,25.4
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate  Studies,Puducherry,Pondicherry,55.01,50.0,70.63,24.66,71.63,46.51,4.97,54.38,56.0,72.76,27.73,67.7,41.84,0.0,52.93,49.0,68.38,34.06,65.97,35.27,4.46,,,,,,,,,,,,,,
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,54.77,51.0,65.79,6.91,68.98,53.53,48.29,55.76,46.0,63.78,8.82,75.91,53.98,45.54,55.3,36.0,60.58,9.66,77.91,53.86,47.51,52.92,38,60.16,6.77,70.04,51.74,51.65,52.85,16.0,57.67,7.02,77.01,60.57,58.21
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,54.76,52.0,76.52,17.93,57.7,63.13,7.25,55.88,45.0,76.76,12.28,66.88,64.09,2.02,53.03,47.0,74.61,6.68,63.58,59.86,3.02,53.35,32,79.54,5.68,56.96,60.6,3.94,,,,,,,
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,54.68,53.0,63.0,8.79,84.27,64.75,6.13,53.73,61.0,63.47,1.22,88.4,57.57,2.99,49.03,100.0,58.93,0.04,75.65,60.24,5.16,56.13,26,73.21,1.07,71.08,75.29,13.91,45.92,33.0,56.39,0.83,65.17,83.52,0.1
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu,54.61,54.0,75.1,16.55,65.59,56.9,0.0,53.08,68.0,72.51,20.29,60.81,56.27,2.02,51.12,77.0,71.05,22.71,54.68,53.24,3.02,,,,,,,,,,,,,,
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,54.58,55.0,64.96,18.55,72.98,53.03,22.81,56.28,41.0,66.27,17.78,78.59,49.04,25.47,54.65,40.0,65.19,18.79,83.95,30.03,17.63,47.53,77,68.04,17.28,44.42,43.13,23.16,,,,,,,
IR-C-C-41189,Scott Christian College,Nagercoil,Tamil Nadu,54.48,56.0,73.83,24.03,60.33,51.15,11.47,59.98,27.0,76.23,28.02,74.0,53.34,14.65,57.69,30.0,73.96,22.5,73.61,54.74,8.48,53.08,37,76.22,24.33,48.71,56.77,10.85,,,,,,,
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,54.4,57.0,52.88,55.08,67.57,53.84,27.15,53.93,59.0,52.83,54.69,69.6,54.46,17.46,52.63,56.0,51.52,39.74,74.73,52.21,21.55,,,,,,,,44.67,40.0,53.25,4.58,57.8,54.29,51.77
IR-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu,53.22,67.0,67.39,44.34,49.95,52.45,18.8,54.91,50.0,68.3,41.7,57.33,53.35,16.77,51.26,74.0,63.35,33.53,56.55,48.89,18.65,,,,,,,,44.67,40.0,53.25,4.58,57.8,54.29,51.77
IR-C-C-43931,Stella Maris College For Women,Chennai,Tamil Nadu,54.27,58.0,59.92,13.86,65.91,60.48,56.88,53.36,64.0,56.53,17.06,71.4,56.18,47.24,52.57,58.0,54.98,13.1,71.95,50.4,55.89,53.66,30,60.82,9.7,67.14,53.15,57.76,,,,,,,
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,54.15,59.0,61.87,19.79,75.9,55.67,18.8,51.33,85.0,56.25,11.31,78.39,53.29,21.96,51.59,67.0,60.65,15.27,73.68,50.12,16.06,46.29,91,58.81,8.03,59.33,55.75,11.64,44.0,44.0,54.4,9.68,58.34,70.26,6.15
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi,53.99,60.0,74.29,25.75,54.39,54.74,13.42,50.38,96.0,68.76,17.32,50.65,59.37,16.77,,,,,,,,,,,,,,,,,,,,,
IR-C-C-18938,"Government Institute of Science, Nagpur",Nagpur,Maharashtra,53.93,61.0,74.55,11.06,64.84,49.86,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-20729,"M S Ramaiah College of Arts, Science, and Commerce",Bengaluru,Karnataka,53.88,62.0,52.72,6.49,74.15,59.19,73.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,53.63,63.0,68.08,18.69,72.53,50.93,3.78,54.52,55.0,69.89,13.89,73.08,50.52,11.64,52.62,57.0,69.4,16.08,68.78,47.33,5.16,52.52,41,72.93,14.15,54.94,45.68,29.22,47.24,28.0,74.86,11.73,53.26,58.74,3.08
IR-C-C-8169,"St. Thomas College, Thrissur",Thrissur,Kerala,53.61,64.0,68.27,17.05,71.68,55.56,2.56,53.42,63.0,67.18,13.95,73.07,55.24,6.67,52.7,54.0,66.92,9.61,72.68,55.35,7.84,47.43,79,65.64,5.47,62.63,45.96,1.02,,,,,,,
IR-C-C-35832,"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,53.55,65.0,68.49,34.56,56.4,51.57,17.08,54.53,54.0,67.05,34.66,62.55,51.86,16.77,52.27,59.0,62.46,34.7,60.59,47.45,22.02,,,,,,,,,,,,,,
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,53.42,66.0,62.47,29.98,64.65,49.16,28.51,53.94,58.0,61.28,25.81,67.91,47.78,37.96,52.81,51.0,59.09,19.75,69.75,47.89,39.81,51.35,47,63.84,16.67,59.18,49.72,35.39,54.62,13.0,65.19,21.87,72.01,65.88,28.14
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,53.18,68.0,67.18,3.74,68.71,66.1,19.63,55.9,43.0,70.36,1.54,72.26,68.47,26.02,53.19,46.0,65.1,0.42,71.35,70.05,22.48,49.91,52,64.89,0.64,64.08,69.12,9.22,,,,,,,
IR-C-C-8010,St. Joseph's College,Kozhikode,Kerala,53.13,69.0,68.45,11.16,70.96,52.94,10.45,53.82,60.0,70.62,9.15,71.52,53.15,10.04,50.94,82.0,67.91,8.61,69.93,42.32,7.84,,,,,,,,,,,,,,
IR-C-C-6366,Shivaji College,Delhi,Delhi,53.0,70.0,74.08,17.3,59.96,54.0,3.78,54.76,51.0,75.15,13.72,66.82,57.45,2.02,52.7,54.0,72.02,8.2,64.94,59.01,5.16,49.15,59,71.92,4.13,53.7,62.4,1.02,,,,,,,
IR-C-C-33688,College of Social Work,Mumbai,Maharashtra,52.86,71.0,68.7,0.21,75.71,58.08,6.13,53.66,62.0,67.76,0.47,83.28,52.68,3.94,,,,,,,,,,,,,,,,,,,,,
IR-C-C-41073,N. G. M. College,Pollachi,Tamil Nadu,52.61,72.0,66.24,13.4,69.81,53.06,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-8023,"Farook College, Kozhikkode",Kozhikode,Kerala,52.49,73.0,66.85,9.65,72.55,55.52,6.13,51.23,88.0,62.27,7.63,73.95,56.08,10.85,51.29,71.0,64.38,5.45,74.73,55.92,4.46,,,,,,,,,,,,,,
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.31,74.0,60.38,0.16,82.34,61.07,14.37,52.37,72.0,56.75,0.0,84.49,64.18,21.34,52.26,61.0,60.97,0.0,78.14,61.66,21.55,49.65,55,57.07,0.0,70.5,56.51,35.39,47.21,29.0,52.83,0.0,67.36,71.44,38.0
IR-C-C-6371,Ramjas College,Delhi,Delhi,52.27,75.0,66.92,20.08,53.99,67.09,22.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-28526,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu,52.27,75.0,57.8,38.96,63.04,40.82,34.69,51.55,80.0,57.93,38.28,62.03,37.68,33.59,50.41,84.0,58.85,29.95,62.29,37.67,30.37,,,,,,,,,,,,,,
IR-C-C-11991,Bethune College,Kolkata,West Bengal,52.23,77.0,67.18,16.01,59.15,43.73,38.0,51.23,88.0,66.42,10.13,59.27,36.01,47.24,52.91,50.0,65.96,9.61,71.02,35.13,38.28,,,,,,,,,,,,,,
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh,52.22,78.0,70.75,0.63,67.87,56.06,12.46,51.28,86.0,72.65,0.39,69.17,41.98,6.67,51.27,72.0,71.8,0.74,69.77,43.52,6.52,,,,,,,,,,,,,,
IR-C-C-11831,"S.B. College, Changanacherry",Kottayam,Kerala,52.17,79.0,63.74,42.91,59.7,47.15,6.13,51.6,79.0,65.45,22.98,67.73,47.44,2.99,52.2,62.0,66.05,20.16,70.44,47.03,4.46,,,,,,,,,,,,,,
IR-C-C-11615,Mar Thoma College,Tiruvalla,Kerala,52.01,80.0,62.71,10.2,78.21,55.95,2.56,51.37,84.0,60.95,6.83,81.43,56.13,0.0,49.79,92.0,57.39,5.72,82.33,53.1,0.78,,,,,,,,,,,,,,
IR-C-C-39206,"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan,51.89,81.0,55.05,2.26,85.03,74.37,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.84,82.0,62.76,8.2,71.4,52.34,24.31,51.25,87.0,61.51,7.69,73.55,52.33,18.79,51.27,72.0,61.79,4.55,73.4,52.42,22.93,49.27,57,63.67,2.72,64.77,53.19,18.79,,,,,,,
IR-C-C-43874,Government College,Kasaragod,Kerala,51.84,82.0,66.56,7.1,73.27,56.96,1.3,51.39,83.0,60.83,9.04,79.83,57.38,0.0,,,,,,,,,,,,,,,,,,,,,
IR-C-C-41100,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,51.65,84.0,65.63,7.91,74.0,49.82,7.25,,,,,,,,,,,,,,,,,,,,,,40.89,68.0,56.35,0.84,55.87,60.82,7.21
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,51.58,85.0,62.7,3.33,79.45,52.0,9.41,52.28,73.0,61.71,3.08,82.1,51.62,14.65,49.7,95.0,55.58,1.5,81.8,54.04,13.87,,,,,,,,,,,,,,
IR-C-C-11815,Mar Athanasius College,Kothamangalam,Kerala,51.46,86.0,67.27,17.58,67.25,50.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,51.38,87.0,66.27,19.32,60.33,43.14,25.75,54.67,52.0,70.13,22.94,63.13,44.77,29.22,51.08,79.0,64.17,17.09,61.92,44.54,29.22,47.21,81,57.85,15.76,56.13,41.8,34.95,,,,,,,
IR-C-C-49799,Government Institute of Forensic Science,Nagpur,Maharashtra,51.34,88.0,70.18,13.91,66.42,38.36,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala,51.24,89.0,60.76,31.31,67.38,51.19,2.56,52.04,76.0,60.83,24.1,74.98,51.53,2.02,,,,,,,,46.22,92,59.11,16.37,57.04,53.65,4.87,,,,,,,
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala,51.24,89.0,64.42,4.75,77.4,54.06,0.0,51.55,80.0,65.56,2.38,78.98,52.19,0.0,,,,,,,,,,,,,,,,,,,,,
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.22,91.0,65.52,11.07,68.35,53.22,9.41,51.75,78.0,67.64,11.4,67.72,53.07,7.53,51.02,81.0,68.96,10.65,64.73,51.44,5.16,48.48,70,69.85,11.02,56.12,42.76,5.77,,,,,,,
IR-C-C-11697,"Maharaja's College, Ernakulam",Ernakulam,Kerala,51.13,92.0,72.11,15.39,50.06,55.94,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-11771,CMS College Kottayam,Kottayam,Kerala,50.9,93.0,61.89,22.1,65.48,53.04,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,50.84,94.0,61.32,6.5,79.3,52.65,2.56,54.11,57.0,65.37,3.38,84.86,58.47,3.94,51.33,70.0,59.3,3.79,82.79,57.56,5.84,,,,,,,,,,,,,,
IR-C-C-16897,St. Aloysius College,Mangaluru,Karnataka,50.82,95.0,59.49,14.91,65.22,61.88,22.81,,,,,,,,,,,,,,,46.1,94,52.93,9.44,54.93,54.8,43.04,44.0,44.0,57.63,6.69,54.37,68.56,14.97
IR-C-I-1385,Fergusson College,Pune,Maharashtra,50.64,96.0,57.97,17.51,60.43,40.18,56.88,56.04,42.0,53.27,15.53,83.04,40.48,75.91,58.1,27.0,57.53,16.36,90.72,39.19,60.36,57.37,19,57.87,18.52,89.08,38.64,53.12,45.51,35.0,48.08,15.04,62.25,53.67,44.65
IR-C-C-43789,Government Brennen College,Kannur,Kerala,50.58,97.0,67.52,6.11,67.07,57.49,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-41110,"Government Arts College, Tiruppur",Udumalpet,Tamil Nadu,50.49,98.0,64.1,22.21,63.64,56.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-8209,"Government Victoria College, Palakkad",Palakkad,Kerala,50.37,99.0,67.84,11.5,61.83,52.13,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-9552,Sri Sarada College for Women (Autonomous),Salem,Tamil Nadu,50.35,100.0,63.38,14.07,66.97,48.11,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-C-C-6357,Shyam Lal College,Delhi,Delhi,,,,,,,,52.7,69.0,61.22,9.9,82.69,57.55,2.99,54.52,41.0,63.97,11.82,81.73,60.09,7.19,48.98,61,63.41,8.82,66.57,54.6,2.02,,,,,,,
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,,,,,,,,52.4,71.0,63.48,4.03,80.11,58.89,4.87,50.1,87.0,59.22,2.31,80.07,56.66,3.75,,,,,,,,,,,,,,
IR-C-C-36529,Fatima College,Madurai,Tamil Nadu,,,,,,,,52.2,74.0,61.64,7.07,72.16,55.16,29.22,49.75,94.0,58.07,7.26,68.84,51.8,30.37,48.73,65,62.0,4.78,59.96,54.03,28.18,47.95,27.0,63.69,4.18,60.23,65.13,31.71
IR-C-C-11986,Loreto College,Kolkata,West Bengal,,,,,,,,52.17,75.0,60.45,0.23,76.1,51.88,37.55,51.19,76.0,52.68,0.0,82.88,52.43,41.58,53.55,31,56.56,0.06,84.19,52.48,46.23,51.85,18.0,68.59,1.18,75.82,69.09,17.16
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi,,,,,,,,51.92,77.0,73.71,12.73,58.2,56.74,2.99,51.24,75.0,71.22,12.22,58.95,57.27,4.46,45.78,100,69.09,11.94,43.09,52.82,2.99,53.21,15.0,76.34,21.49,60.62,72.31,0.11
IR-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,,,,,,,,51.49,82.0,61.54,5.06,79.66,60.02,2.02,50.13,86.0,61.35,7.09,71.84,59.15,6.52,47.92,72,59.08,5.9,68.65,61.54,1.02,,,,,,,
IR-C-C-9562,Mahendra Arts & Science College,Namakkal,Tamil Nadu,,,,,,,,51.14,90.0,58.29,16.19,74.62,56.5,10.85,,,,,,,,45.93,96,50.3,10.14,71.06,59.52,5.77,41.33,67.0,42.22,5.14,69.77,67.69,0.39
IR-C-C-6566,Mahatma Gandhi Government Arts College,Mahe,Pondicherry,,,,,,,,50.89,92.0,67.29,6.34,71.11,49.4,2.99,,,,,,,,,,,,,,,,,,,,,
IR-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala,,,,,,,,50.59,93.0,66.87,26.08,57.25,51.34,4.87,51.56,68.0,67.97,21.84,58.16,55.82,9.74,46.6,88,71.42,18.68,39.07,48.77,5.77,,,,,,,
IR-C-C-11971,Lady Brabourne College,Kolkata,West Bengal,,,,,,,,50.47,94.0,61.74,6.76,60.64,37.24,58.78,,,,,,,,,,,,,,,,,,,,,
IR-C-C-43806,Nehru Arts and Science College,Kasaragod,Kerala,,,,,,,,50.46,95.0,65.38,1.37,74.53,50.93,3.94,,,,,,,,,,,,,,,,,,,,,
IR-C-C-11660,St. Alberts College,Ernakulam,Kerala,,,,,,,,50.34,97.0,61.27,10.23,73.98,56.07,2.02,,,,,,,,,,,,,,,,,,,,,
IR-C-C-8008,Vimala College,Thrissur,Kerala,,,,,,,,50.2,99.0,62.49,6.32,73.26,55.55,3.94,,,,,,,,47.53,77,63.94,0.59,66.01,53.66,0.0,43.23,52.0,58.56,1.65,65.52,58.65,1.49
IR-C-C-43649,Fatima Mata National College,Kollam,Kerala,,,,,,,,50.13,100.0,57.41,32.57,65.61,55.66,2.99,50.68,83.0,59.66,34.07,63.07,54.92,4.46,,,,,,,,,,,,,,
IR-C-C-35416,Rajiv Gandhi Institute of Information Technology and Biotechnology,Pune,Maharashtra,,,,,,,,,,,,,,,54.14,42.0,63.37,18.22,72.36,63.65,16.06,48.95,62,66.83,9.64,48.39,62.96,23.75,47.04,30.0,71.85,1.94,44.11,66.68,40.74
IR-C-C-26356,Silver Jubilee Degree College,Kurnool,Andhra Pradesh,,,,,,,,,,,,,,,51.76,66.0,66.35,0.7,74.38,61.48,3.75,53.12,35,74.11,0.0,67.85,63.22,2.02,,,,,,,
IR-C-C-11733,Newman College,Idukki,Kerala,,,,,,,,,,,,,,,51.09,78.0,58.52,11.78,81.89,52.87,1.54,,,,,,,,,,,,,,
IR-C-C-43738,T. K. M. College of Arts and Science,Kollam,Kerala,,,,,,,,,,,,,,,51.04,80.0,54.58,34.85,73.4,51.84,4.46,51.46,45,57.11,37.65,68.36,53.0,5.77,,,,,,,
IR-C-C-8213,Christ College,Thrissur,Kerala,,,,,,,,,,,,,,,49.98,88.0,62.43,9.18,66.32,49.4,21.08,48.8,63,66.08,7.76,64.6,43.14,7.53,52.62,17.0,70.8,5.47,77.83,67.69,6.82
IR-C-C-6402,Kalindi College,Delhi,Delhi,,,,,,,,,,,,,,,49.92,89.0,65.84,13.25,62.96,57.1,1.54,,,,,,,,,,,,,,
IR-C-C-43911,Anna Adarsh College for Women,Chennai,Tamil Nadu,,,,,,,,,,,,,,,49.9,90.0,59.49,2.71,77.15,51.34,12.73,46.07,95,59.24,3.01,64.5,51.29,6.67,,,,,,,
